NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;
55;2;9;2:01.052;0;;28.133;0;45.554;0;47.365;0;162.7;19:48.016;12:05:16.346;0:28.133;0:45.554;0:47.365;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;10;2:01.158;0;;28.230;0;45.687;0;47.241;0;162.6;21:49.174;12:07:17.504;0:28.230;0:45.687;0:47.241;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;11;1:59.492;0;;27.676;0;45.422;0;46.394;0;164.9;23:48.666;12:09:16.996;0:27.676;0:45.422;0:46.394;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;12;1:59.451;0;;28.062;0;44.898;0;46.491;0;164.9;25:48.117;12:11:16.447;0:28.062;0:44.898;0:46.491;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;13;1:59.338;0;;27.574;0;45.441;0;46.323;0;165.1;27:47.455;12:13:15.785;0:27.574;0:45.441;0:46.323;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;14;1:58.566;0;;27.414;1;45.084;0;46.068;1;166.1;29:46.021;12:15:14.351;0:27.414;0:45.084;0:46.068;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;15;1:58.952;0;;27.631;0;44.907;0;46.414;0;165.6;31:44.973;12:17:13.303;0:27.631;0:44.907;0:46.414;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;16;1:58.526;0;;27.420;0;44.575;1;46.531;0;166.2;33:43.499;12:19:11.829;0:27.420;0:44.575;0:46.531;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;17;1:59.011;0;;28.066;0;44.787;0;46.158;0;165.5;35:42.510;12:21:10.840;0:28.066;0:44.787;0:46.158;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;18;1:58.895;0;;27.443;0;44.884;0;46.568;0;165.7;37:41.405;12:23:09.735;0:27.443;0:44.884;0:46.568;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;19;1:58.488;0;;27.481;0;44.799;0;46.208;0;166.2;39:39.893;12:25:08.223;0:27.481;0:44.799;0:46.208;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;20;1:59.029;0;;27.583;0;45.178;0;46.268;0;165.5;41:38.922;12:27:07.252;0:27.583;0:45.178;0:46.268;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;21;1:59.397;0;;27.698;0;45.190;0;46.509;0;165.0;43:38.319;12:29:06.649;0:27.698;0:45.190;0:46.509;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;22;1:59.363;0;;27.528;0;45.111;0;46.724;0;165.0;45:37.682;12:31:06.012;0:27.528;0:45.111;0:46.724;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;23;2:00.712;0;;28.246;0;45.308;0;47.158;0;163.2;47:38.394;12:33:06.724;0:28.246;0:45.308;0:47.158;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;24;2:00.623;0;;28.195;0;45.590;0;46.838;0;163.3;49:39.017;12:35:07.347;0:28.195;0:45.590;0:46.838;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;25;2:00.948;0;;28.437;0;45.883;0;46.628;0;162.9;51:39.965;12:37:08.295;0:28.437;0:45.883;0:46.628;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;26;2:02.673;0;;28.238;0;45.510;0;48.925;0;160.6;53:42.638;12:39:10.968;0:28.238;0:45.510;0:48.925;;Eduardo Gou;;TCR;;Gou Racing;Cupra;GF;
55;2;27;2:18.251;0;;28.062;0;50.767;0;59.422;0;142.5;56:00.889;12:41:29.219;0:28.062;0:50.767;0:59.422;;Eduardo Gou;;TCR;;Gou Racing;Cupra;FCY;
55;2;28;2:39.431;0;;35.432;0;50.752;0;1:13.247;0;123.6;58:40.320;12:44:08.650;0:35.432;0:50.752;1:13.247;;Eduardo Gou;;TCR;;Gou Racing;Cupra;FCY;
55;2;29;4:06.689;0;B;46.633;0;1:08.922;0;2:11.134;0;79.9;1:02:47.009;12:48:15.339;0:46.633;1:08.922;2:11.134;;Eduardo Gou;;TCR;;Gou Racing;Cupra;FCY;
55;1;30;2:30.827;0;;43.510;0;53.896;0;53.421;0;130.6;1:05:17.836;12:50:46.166;0:43.510;0:53.896;0:53.421;;Eddie Gou;0:01:24.473;TCR;;Gou Racing;Cupra;FCY;
55;1;31;2:39.144;0;;37.383;0;1:09.593;0;52.168;0;123.8;1:07:56.980;12:53:25.310;0:37.383;1:09.593;0:52.168;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;32;1:58.341;0;;27.714;0;45.097;0;45.530;2;166.5;1:09:55.321;12:55:23.651;0:27.714;0:45.097;0:45.530;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;33;1:57.500;0;;27.092;0;44.729;0;45.679;0;167.6;1:11:52.821;12:57:21.151;0:27.092;0:44.729;0:45.679;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;34;1:58.680;0;;27.278;0;44.609;0;46.793;0;166.0;1:13:51.501;12:59:19.831;0:27.278;0:44.609;0:46.793;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;35;1:57.909;0;;27.006;2;45.019;0;45.884;0;167.1;1:15:49.410;13:01:17.740;0:27.006;0:45.019;0:45.884;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;36;1:57.807;0;;27.211;0;44.386;0;46.210;0;167.2;1:17:47.217;13:03:15.547;0:27.211;0:44.386;0:46.210;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;37;1:57.483;2;;27.248;0;44.273;2;45.962;0;167.7;1:19:44.700;13:05:13.030;0:27.248;0:44.273;0:45.962;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;38;1:58.235;0;;27.161;0;45.237;0;45.837;0;166.6;1:21:42.935;13:07:11.265;0:27.161;0:45.237;0:45.837;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;39;1:58.448;0;;27.351;0;45.141;0;45.956;0;166.3;1:23:41.383;13:09:09.713;0:27.351;0:45.141;0:45.956;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;40;1:58.681;0;;27.452;0;44.761;0;46.468;0;166.0;1:25:40.064;13:11:08.394;0:27.452;0:44.761;0:46.468;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;41;1:59.605;0;;27.767;0;45.018;0;46.820;0;164.7;1:27:39.669;13:13:07.999;0:27.767;0:45.018;0:46.820;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;42;1:59.612;0;;28.160;0;45.412;0;46.040;0;164.7;1:29:39.281;13:15:07.611;0:28.160;0:45.412;0:46.040;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;43;1:58.308;0;;27.477;0;44.701;0;46.130;0;166.5;1:31:37.589;13:17:05.919;0:27.477;0:44.701;0:46.130;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;44;1:59.145;0;;27.760;0;45.066;0;46.319;0;165.3;1:33:36.734;13:19:05.064;0:27.760;0:45.066;0:46.319;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;45;1:58.466;0;;27.492;0;44.814;0;46.160;0;166.3;1:35:35.200;13:21:03.530;0:27.492;0:44.814;0:46.160;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;46;1:58.913;0;;27.600;0;45.052;0;46.261;0;165.7;1:37:34.113;13:23:02.443;0:27.600;0:45.052;0:46.261;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;47;1:58.749;0;;27.481;0;44.924;0;46.344;0;165.9;1:39:32.862;13:25:01.192;0:27.481;0:44.924;0:46.344;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;48;1:58.641;0;;27.507;0;44.980;0;46.154;0;166.0;1:41:31.503;13:26:59.833;0:27.507;0:44.980;0:46.154;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;49;1:58.609;0;;27.516;0;44.860;0;46.233;0;166.1;1:43:30.112;13:28:58.442;0:27.516;0:44.860;0:46.233;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;50;1:58.631;0;;27.444;0;44.944;0;46.243;0;166.0;1:45:28.743;13:30:57.073;0:27.444;0:44.944;0:46.243;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;51;2:03.770;0;;27.693;0;47.724;0;48.353;0;159.2;1:47:32.513;13:33:00.843;0:27.693;0:47.724;0:48.353;;Eddie Gou;;TCR;;Gou Racing;Cupra;FCY;
55;1;52;3:10.118;0;;39.270;0;1:34.271;0;56.577;0;103.6;1:50:42.631;13:36:10.961;0:39.270;1:34.271;0:56.577;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;53;1:59.905;0;;27.509;0;46.366;0;46.030;0;164.3;1:52:42.536;13:38:10.866;0:27.509;0:46.366;0:46.030;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;54;1:58.745;0;;27.491;0;44.984;0;46.270;0;165.9;1:54:41.281;13:40:09.611;0:27.491;0:44.984;0:46.270;;Eddie Gou;;TCR;;Gou Racing;Cupra;GF;
55;1;55;2:01.502;0;;27.487;0;45.120;0;48.895;0;162.1;1:56:42.783;13:42:11.113;0:27.487;0:45.120;0:48.895;;Eddie Gou;;TCR;;Gou Racing;Cupra;FCY;
55;1;56;3:24.978;0;;48.602;0;1:19.718;0;1:16.658;0;96.1;2:00:07.761;13:45:36.091;0:48.602;1:19.718;1:16.658;;Eddie Gou;;TCR;;Gou Racing;Cupra;FCY;
55;1;57;3:26.976;0;;53.902;0;1:15.351;0;1:17.723;0;95.2;2:03:34.737;13:49:03.067;0:53.902;1:15.351;1:17.723;;Eddie Gou;;TCR;;Gou Racing;Cupra;FF;
56;1;1;7:40.684;0;B;45.070;0;53.294;0;6:02.320;0;42.8;7:40.684;11:53:09.014;0:45.070;0:53.294;6:02.320;;Dean Baker;0:00:18.484;TCR;;Baker Racing;Audi;FCY;
56;1;2;2:17.005;0;;41.677;0;48.179;0;47.149;0;143.8;9:57.689;11:55:26.019;0:41.677;0:48.179;0:47.149;;Dean Baker;0:05:17.320;TCR;;Baker Racing;Audi;GF;
56;1;3;2:00.339;0;;27.906;0;45.732;0;46.701;0;163.7;11:58.028;11:57:26.358;0:27.906;0:45.732;0:46.701;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;4;2:00.101;0;;27.437;0;46.035;0;46.629;0;164.0;13:58.129;11:59:26.459;0:27.437;0:46.035;0:46.629;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;5;1:58.984;2;;27.465;0;45.293;0;46.226;2;165.6;15:57.113;12:01:25.443;0:27.465;0:45.293;0:46.226;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;6;2:00.053;0;;27.404;2;45.381;0;47.268;0;164.1;17:57.166;12:03:25.496;0:27.404;0:45.381;0:47.268;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;7;2:00.403;0;;27.413;0;45.634;0;47.356;0;163.6;19:57.569;12:05:25.899;0:27.413;0:45.634;0:47.356;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;8;1:59.513;0;;27.567;0;45.377;0;46.569;0;164.8;21:57.082;12:07:25.412;0:27.567;0:45.377;0:46.569;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;9;1:59.630;0;;27.468;0;45.526;0;46.636;0;164.7;23:56.712;12:09:25.042;0:27.468;0:45.526;0:46.636;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;10;1:59.788;0;;27.678;0;45.577;0;46.533;0;164.4;25:56.500;12:11:24.830;0:27.678;0:45.577;0:46.533;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;11;1:59.660;0;;27.540;0;45.449;0;46.671;0;164.6;27:56.160;12:13:24.490;0:27.540;0:45.449;0:46.671;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;12;2:01.044;0;;28.186;0;45.787;0;47.071;0;162.7;29:57.204;12:15:25.534;0:28.186;0:45.787;0:47.071;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;13;1:59.487;0;;27.514;0;45.215;2;46.758;0;164.9;31:56.691;12:17:25.021;0:27.514;0:45.215;0:46.758;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;14;1:59.421;0;;27.486;0;45.334;0;46.601;0;164.9;33:56.112;12:19:24.442;0:27.486;0:45.334;0:46.601;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;15;1:59.771;0;;27.644;0;45.365;0;46.762;0;164.5;35:55.883;12:21:24.213;0:27.644;0:45.365;0:46.762;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;16;2:00.399;0;;27.470;0;46.337;0;46.592;0;163.6;37:56.282;12:23:24.612;0:27.470;0:46.337;0:46.592;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;17;2:00.029;0;;27.406;0;45.482;0;47.141;0;164.1;39:56.311;12:25:24.641;0:27.406;0:45.482;0:47.141;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;18;2:00.052;0;;27.757;0;45.382;0;46.913;0;164.1;41:56.363;12:27:24.693;0:27.757;0:45.382;0:46.913;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;19;1:59.852;0;;27.610;0;45.217;0;47.025;0;164.4;43:56.215;12:29:24.545;0:27.610;0:45.217;0:47.025;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;20;1:59.908;0;;27.705;0;45.239;0;46.964;0;164.3;45:56.123;12:31:24.453;0:27.705;0:45.239;0:46.964;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;21;2:04.028;0;;28.629;0;47.919;0;47.480;0;158.8;48:00.151;12:33:28.481;0:28.629;0:47.919;0:47.480;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;1;22;3:13.594;0;B;28.469;0;46.243;0;1:58.882;0;101.8;51:13.745;12:36:42.075;0:28.469;0:46.243;1:58.882;;Dean Baker;;TCR;;Baker Racing;Audi;GF;
56;2;23;8:07.897;0;B;44.559;0;54.322;0;6:29.016;0;40.4;59:21.642;12:44:49.972;0:44.559;0:54.322;6:29.016;;Bruno Junqueira;0:01:26.365;TCR;;Baker Racing;Audi;FCY;
56;2;24;2:39.153;0;;46.264;0;50.564;0;1:02.325;0;123.8;1:02:00.795;12:47:29.125;0:46.264;0:50.564;1:02.325;;Bruno Junqueira;0:05:51.707;TCR;;Baker Racing;Audi;FCY;
56;2;25;2:42.431;0;;34.915;0;57.289;0;1:10.227;0;121.3;1:04:43.226;12:50:11.556;0:34.915;0:57.289;1:10.227;;Bruno Junqueira;;TCR;;Baker Racing;Audi;FCY;
56;2;26;2:22.114;0;;42.126;0;50.304;0;49.684;0;138.6;1:07:05.340;12:52:33.670;0:42.126;0:50.304;0:49.684;;Bruno Junqueira;;TCR;;Baker Racing;Audi;FCY;
56;2;27;2:20.126;0;B;28.853;0;47.854;0;1:03.419;0;140.6;1:09:25.466;12:54:53.796;0:28.853;0:47.854;1:03.419;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;28;2:21.410;0;;40.049;0;53.274;0;48.087;0;139.3;1:11:46.876;12:57:15.206;0:40.049;0:53.274;0:48.087;;Bruno Junqueira;0:00:29.431;TCR;;Baker Racing;Audi;GF;
56;2;29;2:08.343;0;;27.752;0;45.919;0;54.672;0;153.5;1:13:55.219;12:59:23.549;0:27.752;0:45.919;0:54.672;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;30;2:06.903;0;;28.441;0;48.205;0;50.257;0;155.2;1:16:02.122;13:01:30.452;0:28.441;0:48.205;0:50.257;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;31;2:00.575;0;;27.575;0;45.379;1;47.621;0;163.4;1:18:02.697;13:03:31.027;0:27.575;0:45.379;0:47.621;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;32;2:02.499;0;;28.919;0;46.170;0;47.410;0;160.8;1:20:05.196;13:05:33.526;0:28.919;0:46.170;0:47.410;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;33;2:00.019;0;;27.788;0;45.718;0;46.513;1;164.1;1:22:05.215;13:07:33.545;0:27.788;0:45.718;0:46.513;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;34;2:00.832;0;;27.742;0;45.994;0;47.096;0;163.0;1:24:06.047;13:09:34.377;0:27.742;0:45.994;0:47.096;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;35;2:50.481;0;B;29.075;0;48.728;0;1:32.678;0;115.5;1:26:56.528;13:12:24.858;0:29.075;0:48.728;1:32.678;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;36;2:21.386;0;;40.515;0;50.465;0;50.406;0;139.3;1:29:17.914;13:14:46.244;0:40.515;0:50.465;0:50.406;;Bruno Junqueira;0:00:58.042;TCR;;Baker Racing;Audi;GF;
56;2;37;10:35.464;0;B;28.931;0;46.490;0;9:20.043;0;31.0;1:39:53.378;13:25:21.708;0:28.931;0:46.490;9:20.043;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;38;2:17.644;0;;40.667;0;46.679;0;50.298;0;143.1;1:42:11.022;13:27:39.352;0:40.667;0:46.679;0:50.298;;Bruno Junqueira;0:08:45.186;TCR;;Baker Racing;Audi;GF;
56;2;39;2:00.178;0;;27.625;0;45.622;0;46.931;0;163.9;1:44:11.200;13:29:39.530;0:27.625;0:45.622;0:46.931;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;40;2:01.375;0;;27.477;1;46.284;0;47.614;0;162.3;1:46:12.575;13:31:40.905;0:27.477;0:46.284;0:47.614;;Bruno Junqueira;;TCR;;Baker Racing;Audi;FCY;
56;2;41;2:15.654;0;;30.163;0;54.740;0;50.751;0;145.2;1:48:28.229;13:33:56.559;0:30.163;0:54.740;0:50.751;;Bruno Junqueira;;TCR;;Baker Racing;Audi;FCY;
56;2;42;2:20.388;0;;32.183;0;54.234;0;53.971;0;140.3;1:50:48.617;13:36:16.947;0:32.183;0:54.234;0:53.971;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
56;2;43;2:25.368;0;B;31.006;0;49.412;0;1:04.950;0;135.5;1:53:13.985;13:38:42.315;0:31.006;0:49.412;1:04.950;;Bruno Junqueira;;TCR;;Baker Racing;Audi;GF;
57;1;1;2:02.171;0;;30.119;0;45.702;0;46.350;0;161.2;2:02.171;11:47:30.501;0:30.119;0:45.702;0:46.350;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;2;1:57.786;0;;27.160;0;44.667;0;45.959;0;167.2;3:59.957;11:49:28.287;0:27.160;0:44.667;0:45.959;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;3;2:28.804;0;;30.407;0;1:00.590;0;57.807;0;132.4;6:28.761;11:51:57.091;0:30.407;1:00.590;0:57.807;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;FCY;
57;1;4;3:06.699;0;;44.385;0;1:17.499;0;1:04.815;0;105.5;9:35.460;11:55:03.790;0:44.385;1:17.499;1:04.815;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;5;1:58.832;0;;27.563;0;45.036;0;46.233;0;165.8;11:34.292;11:57:02.622;0:27.563;0:45.036;0:46.233;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;6;1:57.675;0;;27.003;1;44.741;0;45.931;0;167.4;13:31.967;11:59:00.297;0:27.003;0:44.741;0:45.931;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;7;1:57.691;0;;27.110;0;44.554;0;46.027;0;167.4;15:29.658;12:00:57.988;0:27.110;0:44.554;0:46.027;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;8;1:57.540;0;;27.070;0;44.617;0;45.853;0;167.6;17:27.198;12:02:55.528;0:27.070;0:44.617;0:45.853;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;9;1:57.348;0;;27.111;0;44.416;1;45.821;1;167.9;19:24.546;12:04:52.876;0:27.111;0:44.416;0:45.821;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;10;1:58.021;0;;27.418;0;44.430;0;46.173;0;166.9;21:22.567;12:06:50.897;0:27.418;0:44.430;0:46.173;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;11;1:57.844;0;;27.192;0;44.698;0;45.954;0;167.2;23:20.411;12:08:48.741;0:27.192;0:44.698;0:45.954;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;12;1:58.024;0;;27.141;0;44.786;0;46.097;0;166.9;25:18.435;12:10:46.765;0:27.141;0:44.786;0:46.097;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;13;1:57.571;0;;27.234;0;44.494;0;45.843;0;167.5;27:16.006;12:12:44.336;0:27.234;0:44.494;0:45.843;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;14;1:58.149;0;;27.175;0;44.821;0;46.153;0;166.7;29:14.155;12:14:42.485;0:27.175;0:44.821;0:46.153;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;15;1:57.763;0;;27.131;0;44.622;0;46.010;0;167.3;31:11.918;12:16:40.248;0:27.131;0:44.622;0:46.010;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;16;1:59.467;0;;27.006;0;45.949;0;46.512;0;164.9;33:11.385;12:18:39.715;0:27.006;0:45.949;0:46.512;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;17;1:58.790;0;;27.054;0;44.918;0;46.818;0;165.8;35:10.175;12:20:38.505;0:27.054;0:44.918;0:46.818;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;18;1:58.426;0;;27.103;0;44.913;0;46.410;0;166.3;37:08.601;12:22:36.931;0:27.103;0:44.913;0:46.410;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;19;1:58.838;0;;27.166;0;45.037;0;46.635;0;165.8;39:07.439;12:24:35.769;0:27.166;0:45.037;0:46.635;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;1;20;2:11.060;0;B;27.139;0;44.736;0;59.185;0;150.3;41:18.499;12:26:46.829;0:27.139;0:44.736;0:59.185;;Bryce Ward;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;21;2:53.857;0;;1:22.578;0;45.039;0;46.240;0;113.3;44:12.356;12:29:40.686;1:22.578;0:45.039;0:46.240;;Daniel Morad;0:01:13.534;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;22;1:56.829;0;;27.003;0;44.332;0;45.494;0;168.6;46:09.185;12:31:37.515;0:27.003;0:44.332;0:45.494;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;23;1:56.516;0;;27.036;0;43.843;0;45.637;0;169.1;48:05.701;12:33:34.031;0:27.036;0:43.843;0:45.637;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;24;1:56.535;0;;27.019;0;43.718;2;45.798;0;169.0;50:02.236;12:35:30.566;0:27.019;0:43.718;0:45.798;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;25;1:56.044;2;;27.032;0;43.720;0;45.292;3;169.7;51:58.280;12:37:26.610;0:27.032;0:43.720;0:45.292;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;26;1:57.279;0;;26.931;0;44.222;0;46.126;0;168.0;53:55.559;12:39:23.889;0:26.931;0:44.222;0:46.126;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;27;2:12.847;0;;26.902;2;47.413;0;58.532;0;148.3;56:08.406;12:41:36.736;0:26.902;0:47.413;0:58.532;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;FCY;
57;2;28;2:45.409;0;B;36.397;0;53.377;0;1:15.635;0;119.1;58:53.815;12:44:22.145;0:36.397;0:53.377;1:15.635;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;FCY;
57;2;29;3:02.692;0;;1:04.235;0;51.912;0;1:06.545;0;107.8;1:01:56.507;12:47:24.837;1:04.235;0:51.912;1:06.545;;Daniel Morad;0:00:51.799;GS;;Winward Racing;Mercedes-AMG;FCY;
57;2;30;2:47.791;0;;34.965;0;58.109;0;1:14.717;0;117.4;1:04:44.298;12:50:12.628;0:34.965;0:58.109;1:14.717;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;FCY;
57;2;31;3:00.730;0;;52.948;0;1:13.561;0;54.221;0;109.0;1:07:45.028;12:53:13.358;0:52.948;1:13.561;0:54.221;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;32;1:57.850;0;;27.010;0;45.275;0;45.565;0;167.1;1:09:42.878;12:55:11.208;0:27.010;0:45.275;0:45.565;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;33;1:57.961;0;;26.966;0;44.803;0;46.192;0;167.0;1:11:40.839;12:57:09.169;0:26.966;0:44.803;0:46.192;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;34;1:56.907;0;;27.046;0;44.161;0;45.700;0;168.5;1:13:37.746;12:59:06.076;0:27.046;0:44.161;0:45.700;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;35;1:56.745;0;;27.052;0;43.988;0;45.705;0;168.7;1:15:34.491;13:01:02.821;0:27.052;0:43.988;0:45.705;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;36;1:56.915;0;;26.989;0;44.170;0;45.756;0;168.5;1:17:31.406;13:02:59.736;0:26.989;0:44.170;0:45.756;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;37;1:56.689;0;;26.925;0;44.091;0;45.673;0;168.8;1:19:28.095;13:04:56.425;0:26.925;0:44.091;0:45.673;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;38;1:56.814;0;;26.921;0;44.123;0;45.770;0;168.6;1:21:24.909;13:06:53.239;0:26.921;0:44.123;0:45.770;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;39;1:56.706;0;;27.028;0;43.821;0;45.857;0;168.8;1:23:21.615;13:08:49.945;0:27.028;0:43.821;0:45.857;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;40;1:56.898;0;;26.959;0;44.242;0;45.697;0;168.5;1:25:18.513;13:10:46.843;0:26.959;0:44.242;0:45.697;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
57;2;41;1:56.861;0;;27.118;0;43.926;0;45.817;0;168.6;1:27:15.374;13:12:43.704;0:27.118;0:43.926;0:45.817;;Daniel Morad;;GS;;Winward Racing;Mercedes-AMG;GF;
